COMPANY,PKS_CODE,INSTRUMENT_SERIAL_NUMBER,OIL_WM,VM,OIL_DM,NOS,FFA,DOBI,RILL_MUTU_KADAR_AIR,INC_MUTU_KADAR_AIR
N003,CP02,,37.4,8.29,40.79,54.3,0.61,0,8.29,red
N003,CP02,,36.4,9.64,40.29,53.96,02.06,0,9.64,red
N003,CP09,,44.42,7.97,48.27,47.61,0.76,0,7.97,red
N003,CP09,,43.87,8.36,47.88,47.77,01.08,0,8.36,red
N003,CP09,,38.93,11.01,43.74,50.06,1.47,0,11.01,red
N003,CP09,,41.48,9.72,45.94,48.8,1.2,0,9.72,red
N003,CP09,,44.43,8.24,48.42,47.33,0.41,0,8.24,red
[NULL],7F06,,47.37,07.06,50.97,45.57,2.96,0,07.06,orange
N006,FP03,,52.21,7.82,56.64,39.97,0,0,7.82,red
N003,CP02,,40.3,5.58,42.68,54.11,0,0,5.58,green
N003,CP02,,38.85,7.58,42.03,53.57,0,0,7.58,red
N003,CP02,,38.96,6.26,41.56,54.78,0,0,6.26,green
N003,CP02,,37.21,7.52,40.23,55.28,0.07,0,7.52,red
N003,CP02,,37.21,7.52,40.23,55.28,0.07,0,7.52,red
[NULL],7F08,,45.28,5.33,47.83,49.39,0,0,5.33,orange
N006,FP06,,46.02,8.66,50.38,45.33,0,0,8.66,red
N006,FP06,,46.05,8.67,50.42,45.29,0,0,8.67,red
N006,FP06,,46.21,8.63,50.58,45.16,0,0,8.63,red
N006,FP06,,46.58,08.07,50.67,45.35,0,0,08.07,red
N006,FP06,,46.63,8.2,50.79,45.17,0,0,8.2,red
N014,NP01,91872189,42.16,10.61,47.17,47.23,0,0,10.61,red
N014,NP01,91872189,46.7,8.98,51.31,44.32,0,0,8.98,red
N014,NP01,91872189,49.06,6.5,52.47,44.44,0,0,6.5,green
N006,FP11,,46.61,3.49,48.3,49.89,0,0,3.49,green
N00D,DP15,91870379,41.41,6.22,44.16,52.37,1.64,0,6.22,green
[NULL],7F08,,32.85,11.88,37.28,55.26,0,0,11.88,orange
N003,CP02,,40.23,8.62,44.02,51.15,1.2,0,8.62,red
N003,CP02,,40.14,8.77,44,51.08,01.05,0,8.77,red
N003,CP02,,40.14,9.17,44.19,50.69,1.88,0,9.17,red
N003,CP02,,37.17,10.08,41.34,52.74,1.49,0,10.08,red
N00D,DP15,91870379,42.58,5.96,45.28,51.46,2.37,0,5.96,green
N00D,DP03,,39.45,6.26,42.09,54.28,1.51,0,6.26,green
N00D,DP03,,37.74,5.91,40.11,56.35,1.45,0,5.91,green
N006,FP05,,42.81,3.11,44.19,54.08,0,0,3.11,green
N003,CP03,,47.55,5.76,50.46,46.69,0,0,5.76,green
N006,FP11,,45.99,4.64,48.23,49.37,0,0,4.64,green
N006,FP03,,50.47,7.35,54.47,42.19,0,0,7.35,red
N006,FP03,,45.53,10.31,50.76,44.16,0,0,10.31,red
N00D,DP11,91861445,22.98,2.97,23.68,74.05,0,0,2.97,green
[NULL],7F08,,43,7.4,46.44,49.59,0,0,7.4,orange
[NULL],7F06,,46.61,7.11,50.18,46.28,3.49,0,7.11,orange
N00D,DP15,91870379,41.43,7,44.55,51.57,02.02,0,7,green
N00D,DP03,,37.2,7.37,40.16,55.43,2.45,0,7.37,red
[NULL],7F08,,42.37,8.17,46.13,49.47,0,0,8.17,orange
N006,FP03,,48.67,7.94,52.87,43.38,0,0,7.94,red
N006,FP03,,48.08,8,52.26,43.92,0,0,8,red
[NULL],7F08,,45.3,7.59,49.02,47.12,0,0,7.59,orange
[NULL],7F06,,45.15,5.64,47.85,49.2,1.99,0,5.64,orange
N006,FP03,,46.66,8.26,50.87,45.08,0,0,8.26,red
N00D,DP09,91861521,47.55,7.79,51.57,44.66,0,0,7.79,red
N00D,DP09,91861521,47.62,7.86,51.68,44.52,0,0,7.86,red
N00D,DP14,91870381,42.63,7.31,45.99,50.07,0,0,7.31,red
N003,CP09,,46.3,6.34,49.44,47.36,0.56,0,6.34,green
N003,CP09,,47.13,6.56,50.43,46.31,0.38,0,6.56,green
N003,CP09,,47.52,6.35,50.74,46.13,0.83,0,6.35,green
[NULL],7F07,,39.14,6.71,41.96,54.15,0,0,6.71,orange
N00D,DP09,91861521,46.83,8.14,50.97,45.04,0,0,8.14,red
[NULL],7F08,,46.22,07.06,49.73,46.72,0,0,07.06,orange
N00D,DP03,,37.5,08.06,40.79,54.44,1.65,0,08.06,red
N003,CP03,,44.26,5.9,47.04,49.84,0,0,5.9,green
N006,FP06,,50.58,07.08,54.43,42.34,0,0,07.08,red
N006,FP06,,51.09,7.25,55.09,41.66,0,0,7.25,red
[NULL],7F08,,47.1,6.61,50.43,46.29,0,0,6.61,orange
N003,CP03,,43.94,5.87,46.68,50.19,0,0,5.87,green
N003,CP03,,43.94,5.87,46.68,50.19,0,0,5.87,green
[NULL],7F06,,47.53,5.78,50.44,46.69,03.02,0,5.78,orange
[NULL],7F08,,44.11,7.91,47.9,47.98,0,0,7.91,orange
N00D,DP15,91870379,38.07,7.44,41.13,54.49,1.72,0,7.44,red
N003,CP03,,46.42,6.47,49.63,47.11,0,0,6.47,green
N003,CP09,,44.99,7.28,48.52,47.73,0.45,0,7.28,red
N003,CP09,,46.89,6.37,50.08,46.74,0,0,6.37,green
N003,CP09,,46.01,7.14,49.55,46.84,0,0,7.14,red
[NULL],7F08,,42.75,7.79,46.36,49.46,0,0,7.79,orange
N006,FP11,,43.68,6.8,46.86,49.53,0.39,0,6.8,green
N003,CP09,,40.85,9.52,45.15,49.63,02.02,0,9.52,red
N003,CP09,,43.71,6.38,46.7,49.9,0,0,6.38,green
N003,CP09,,40.7,8.23,44.35,51.08,0,0,8.23,red
N003,CP09,,40.07,7.93,43.53,51.99,0,0,7.93,red
N003,CP09,,44.43,0.9,44.83,54.67,0,0,0.9,green
N003,CP02,,36.6,11.37,41.3,52.02,2.64,0,11.37,red
N003,CP02,,41.71,7.12,44.91,51.16,0.78,0,7.12,red
N003,CP02,,43.69,6.52,46.73,49.8,0,0,6.52,green
N003,CP02,,43.73,6.47,46.76,49.8,0,0,6.47,green
N014,NP01,91872189,39.58,10.06,44,50.37,0,0,10.06,red
N014,NP01,91872189,44.71,8.87,49.06,46.42,0,0,8.87,red
N014,NP01,91872189,41.65,8.55,45.55,49.79,0,0,8.55,red
N00D,DP02,,41.66,7.31,44.95,51.03,0,0,7.31,red
N00D,DP02,,46.36,03.03,47.81,50.61,0,0,03.03,green
N00D,DP02,,46.88,5.21,49.46,47.91,0,0,5.21,green
N00D,DP02,,44.63,7.32,48.16,48.05,0,0,7.32,red
N013,MP04,,41.55,12.15,47.29,46.3,0,0,12.15,red
N00D,DP02,,44.96,2.56,46.14,52.49,0,0,2.56,green
N006,FP11,,46.64,5.62,49.42,47.74,1.74,0,5.62,green
N006,FP11,,45.51,5.81,48.32,48.68,1.25,0,5.81,green
N006,FP11,,45.18,5.93,48.03,48.89,1.23,0,5.93,green
N006,FP11,,45.44,5.9,48.29,48.66,1,0,5.9,green
N00D,DP02,,44.05,07.04,47.38,48.92,0,0,07.04,red
N006,FP11,,48.26,06.07,51.37,45.67,0.22,0,06.07,green
N006,FP06,,44.72,6.69,47.93,48.58,0,0,6.69,green
N006,FP06,,49.03,3.63,50.88,47.34,0,0,3.63,green
N00D,DP11,91861445,36.27,6.65,38.85,57.08,0,0,6.65,green
N00D,DP09,91861521,50.27,6.9,53.99,42.83,0,0,6.9,green
N00D,DP09,91861521,45.7,8.51,49.95,45.8,0,0,8.51,red
N00D,DP09,91861521,48.37,6.12,51.53,45.5,0,0,6.12,green
N00D,DP11,91861445,33.22,2.63,34.12,64.14,0,0,2.63,green
N00D,DP09,91861521,48.78,6.24,52.02,44.99,0,0,6.24,green
N00D,DP11,91861445,30.26,5.16,31.91,64.57,0,0,5.16,green
N00D,DP11,91861445,39.54,8.46,43.19,52,0,0,8.46,red
N00D,DP17,,46.41,0.04,46.43,53.55,0,0,0.04,green
N003,CP09,,41.4,9.63,45.81,48.98,01.07,0,9.63,red
N003,CP09,,44.33,7.69,48.03,47.98,0.56,0,7.69,red
N003,CP09,,42.15,8.92,46.28,48.92,0.52,0,8.92,red
N003,CP09,,42.29,9.47,46.72,48.23,0.86,0,9.47,red
N003,CP02,,40.47,6.62,43.34,52.91,0,0,6.62,green
N00D,DP03,,32.37,7.86,35.13,59.77,0.79,0,7.86,red
N003,CP02,,33.3,10.86,37.36,55.84,2.77,0,10.86,red
N003,CP02,,39.52,7.46,42.7,53.02,01.02,0,7.46,red
N003,CP02,,40.92,6.81,43.91,52.26,1.13,0,6.81,green
[NULL],7F08,,28.31,11.95,32.16,59.74,0,0,11.95,orange
[NULL],7F07,,51.21,0,51.21,48.79,0,0,0,orange
N006,FP03,,44.23,12.44,50.51,43.33,0,0,12.44,red
N003,CP02,,44.93,3.79,46.7,51.28,0,0,3.79,green
N003,CP02,,44,04.05,45.86,51.95,0,0,04.05,green
N003,CP02,,37.1,7.52,40.11,55.39,0,0,7.52,red
N003,CP02,,36.93,09.05,40.61,54.01,1.24,0,09.05,red
N003,CP02,,38.34,8.29,41.8,53.38,0.17,0,8.29,red
N003,CP02,,38.43,9.68,42.55,51.89,02.06,0,9.68,red
N014,NP01,91872189,46.81,7.81,50.77,45.38,0,0,7.81,red
N014,NP01,91872189,53.41,5.67,56.61,40.93,0,0,5.67,green
N014,NP01,91872189,45.19,9.86,50.13,44.95,0,0,9.86,red
N003,CP02,,37.23,09.07,40.95,53.7,0.89,0,09.07,red
N003,CP02,,39.87,7.28,43,52.84,0,0,7.28,red
N00D,DP15,91870379,42.85,5.35,45.27,51.8,1.92,0,5.35,green
N003,CP02,,39.98,8.74,43.81,51.27,02.07,0,8.74,red
N003,CP02,,37.99,9.22,41.85,52.79,3.49,0,9.22,red
N006,FP03,,51.02,7.8,55.33,41.18,0,0,7.8,red
N003,CP09,,44.96,6.85,48.27,48.19,0,0,6.85,green
N003,CP09,,41.78,9.17,46,49.04,0.39,0,9.17,red
N003,CP09,,34.86,12.11,39.67,53.03,2,0,12.11,red
N003,CP09,,44.92,7.46,48.54,47.62,0.88,0,7.46,red
N003,CP09,,44.2,8.28,48.18,47.53,0.58,0,8.28,red
N006,FP06,,50.21,5.71,53.24,44.09,0,0,5.71,green
N006,FP06,,49.99,5.8,53.07,44.21,0,0,5.8,green
N006,FP06,,48.74,6.93,52.37,44.33,0,0,6.93,green
N006,FP06,,48.69,07.03,52.37,44.28,0,0,07.03,red
N006,FP11,,44.45,4.23,46.42,51.31,0,0,4.23,green
N00D,DP14,91870381,44.69,4.24,46.67,51.07,0,0,4.24,green
N00D,DP15,91870379,39.74,6.93,42.7,53.33,2.79,0,6.93,green
N014,NP01,91872189,43.54,11.32,49.1,45.13,0,0,11.32,red
N014,NP01,91872189,46.37,9.3,51.12,44.33,0,0,9.3,red
N014,NP01,91872189,31.17,14.76,36.56,54.08,0,0,14.76,red
N006,FP04,,46.24,4.3,48.32,49.45,0,0,4.3,green
N006,FP04,,45.19,6,48.07,48.81,0,0,6,green
N006,FP04,,42.24,7.93,45.88,49.82,3.64,0,7.93,red
N006,FP11,,45.15,5.25,47.65,49.6,1.66,0,5.25,green
N006,FP11,,45.12,5.28,47.64,49.6,1.59,0,5.28,green
N006,FP11,,46.66,5.19,49.21,48.15,0.68,0,5.19,green
N006,FP11,,46.75,5.19,49.31,48.06,0.62,0,5.19,green
N006,FP11,,46.75,5.19,49.31,48.06,0.62,0,5.19,green
N00D,DP15,91870379,38.84,7.4,41.95,53.75,5,0,7.4,red
N006,FP11,,43.34,5.3,45.77,51.36,1.67,0,5.3,green
N006,FP11,,48.76,5.56,51.63,45.68,2.18,0,5.56,green
N006,FP11,,46.6,4.83,48.97,48.57,0,0,4.83,green
[NULL],7F07,,43.75,2.21,44.74,54.04,0,0,2.21,orange
N006,FP11,,48.07,4.7,50.44,47.23,3.24,0,4.7,green
N006,FP11,,48.06,4.76,50.46,47.18,03.06,0,4.76,green
N006,FP11,,47.73,4.78,50.13,47.49,3.14,0,4.78,green
N006,FP11,,47.88,4.89,50.34,47.23,3.28,0,4.89,green
N006,FP11,,48.02,4.88,50.49,47.09,2.77,0,4.88,green
N006,FP11,,47.8,4.96,50.3,47.24,2.88,0,4.96,green
N006,FP11,,45.98,5.48,48.64,48.54,1.96,0,5.48,green
N006,FP11,,51.26,4.21,53.51,44.53,3.16,0,4.21,green
N006,FP11,,51.16,4.25,53.43,44.59,3.22,0,4.25,green
N006,FP11,,45.42,5.58,48.11,48.99,1.7,0,5.58,green
N006,FP11,,47.31,5.56,50.1,47.13,1.4,0,5.56,green
N003,CP09,,43.23,4.63,45.33,52.14,0,0,4.63,green
N003,CP09,,36.22,8.69,39.66,55.09,0.41,0,8.69,red
N00D,DP18,91871121,42.91,6.78,46.03,50.31,0,0,6.78,green
N00D,DP18,91871121,43.31,7.15,46.65,49.54,0,0,7.15,red
N00D,DP15,91870379,40.04,6.3,42.73,53.66,4.63,0,6.3,green
N003,CP02,,47.55,5.91,50.54,46.54,0,0,5.91,green
N003,CP02,,46.05,6.85,49.43,47.1,0.94,0,6.85,green
N003,CP02,,46.52,6.39,49.7,47.09,1.23,0,6.39,green
N006,FP03,,52.47,4.29,54.82,43.25,0,0,4.29,green
N006,FP11,,46.47,2.53,47.68,50.99,0,0,2.53,green
N003,CP01,91877655,46.74,4.43,48.91,48.83,0,0,4.43,green
N003,CP01,91877655,43.17,6.5,46.17,50.33,0,0,6.5,green
N00D,DP15,91870379,40.39,6.2,43.05,53.42,04.09,0,6.2,green
N00D,DP15,91870379,41.39,6.15,44.1,52.46,4.29,0,6.15,green
[NULL],7F07,,37.54,5.31,39.64,57.16,0,0,5.31,orange
N006,FP06,,49.74,7.82,53.96,42.44,0,0,7.82,red
N003,CP03,,45.28,6.16,48.25,48.56,0,0,6.16,green
N003,CP03,,45.08,6.48,48.2,48.44,0,0,6.48,green
N003,CP03,,47.63,6,50.68,46.36,0,0,6,green
N006,FP06,,46.1,8.56,50.42,45.33,0,0,8.56,red
[NULL],7F06,,43.64,6.54,46.7,49.82,2.7,0,6.54,orange
N003,CP09,,41.36,6.25,44.12,52.39,0,0,6.25,green
N006,FP07,,46.65,5.46,49.34,47.89,0,0,5.46,green
N006,FP07,,46.65,5.46,49.34,47.89,0,0,5.46,green
N006,FP07,,46.65,5.46,49.34,47.89,0,0,5.46,green
N006,FP07,,46.91,5.42,49.59,47.68,0,0,5.42,green
N00D,DP14,91870381,42.9,5.37,45.34,51.73,0,0,5.37,green
N006,FP07,,46.91,5.49,49.63,47.6,0,0,5.49,green
N006,FP07,,46.77,5.53,49.5,47.71,0,0,5.53,green
N006,FP07,,46.95,5.68,49.77,47.37,0,0,5.68,green
N006,FP06,,50.65,7.62,54.83,41.73,0,0,7.62,red
N014,NP01,91872189,38.77,11,43.56,50.23,0,0,11,red
N014,NP01,91872189,44.98,8.12,48.96,46.9,0,0,8.12,red
N006,FP06,,50.39,7.77,54.63,41.84,0,0,7.77,red
N014,NP01,91872189,38.86,11.47,43.89,49.67,0,0,11.47,red
N006,FP06,,50.35,7.32,54.33,42.33,0,0,7.32,red
N003,CP02,,45.25,07.06,48.69,47.69,0.19,0,07.06,red
N006,FP06,,50.29,7.55,54.39,42.17,0,0,7.55,red
N003,CP02,,44.9,7.26,48.42,47.83,0.64,0,7.26,red
N003,CP02,,41.29,09.08,45.41,49.63,0.67,0,09.08,red
N003,CP02,,44.35,7.67,48.04,47.97,0.77,0,7.67,red
N003,CP02,,41.39,9.93,45.96,48.68,1.73,0,9.93,red
N003,CP02,,41.39,9.93,45.96,48.68,1.73,0,9.93,red
N003,CP09,,43.3,6.93,46.52,49.77,0,0,6.93,green
N003,CP02,,44.49,8.16,48.44,47.35,1.6,0,8.16,red
N003,CP09,,45.75,5.61,48.46,48.64,0,0,5.61,green
N003,CP02,,45.83,6.94,49.25,47.23,0.06,0,6.94,green
N003,CP09,,42.3,6.6,45.29,51.1,0,0,6.6,green
N00D,DP15,91870379,41.42,6.44,44.27,52.14,3.96,0,6.44,green
N00D,DP09,91861521,43.27,9.2,47.65,47.53,0,0,9.2,red
N006,FP03,,46.01,10.33,51.31,43.66,0,0,10.33,red
N006,FP03,,46.01,10.33,51.31,43.66,0,0,10.33,red
N006,FP11,,41.31,6.36,44.12,52.33,0,0,6.36,green
N006,FP07,,45.61,7.78,49.45,46.61,0,0,7.78,red
[NULL],7F06,,45.01,7.27,48.54,47.72,3.91,0,7.27,orange
N006,FP07,,43.37,8.45,47.37,48.18,0,0,8.45,red
N003,CP09,,47.04,4.91,49.46,48.06,0,0,4.91,green
N003,CP09,,44.27,6.17,47.18,49.56,0,0,6.17,green
N006,FP07,,43.41,9.78,48.11,46.82,0,0,9.78,red
N003,CP09,,46.42,5.74,49.24,47.85,0.27,0,5.74,green
N003,CP09,,42.06,7.35,45.39,50.59,1.36,0,7.35,red
N006,FP07,,46.32,05.05,48.78,48.63,0,0,05.05,green
N003,CP09,,47.88,4.25,50.01,47.87,0,0,4.25,green
N013,MP04,,43.81,11.4,49.45,44.79,0.56,0,11.4,red
N00D,DP02,,44.97,5.94,47.81,49.09,0,0,5.94,green
N00D,DP02,,48.04,2.99,49.52,48.97,0,0,2.99,green
N00D,DP14,91870381,38.55,4.38,40.31,57.08,0,0,4.38,green
N00D,DP02,,46.75,03.09,48.24,50.16,0,0,03.09,green
N00D,DP02,,49.52,2.45,50.77,48.03,0,0,2.45,green
N00D,DP02,,45.6,5.71,48.36,48.69,0,0,5.71,green
N00D,DP09,91861521,46.78,6.6,50.08,46.62,0,0,6.6,green
N00D,DP09,91861521,45.03,7.84,48.86,47.13,0,0,7.84,red
N00D,DP02,,44.7,6.55,47.83,48.75,0,0,6.55,green
N00D,DP09,91861521,46.85,6.71,50.22,46.44,0,0,6.71,green
N00D,DP17,,47.72,6.64,51.11,45.64,0,0,6.64,green
N00D,DP09,91861521,45.42,07.07,48.88,47.5,0,0,07.07,red
N006,FP03,,52.16,5.95,55.46,41.89,0,0,5.95,green
N003,CP09,,36.42,12.26,41.51,51.32,1.92,0,12.26,red
N003,CP09,,44.13,8.24,48.09,47.63,0.57,0,8.24,red
N003,CP09,,42.32,8.94,46.48,48.74,1.37,0,8.94,red
N003,CP09,,45.66,6.22,48.68,48.12,0,0,6.22,green
N003,CP09,,43.41,8.25,47.32,48.33,0.66,0,8.25,red
[NULL],7F07,,29.75,9.99,33.06,60.26,0,0,9.99,orange
N006,FP03,,50.93,6.1,54.24,42.97,0,0,6.1,green
[NULL],7F07,,42.13,3.68,43.74,54.19,0,0,3.68,orange
N014,NP01,91872189,50.02,6.43,53.46,43.55,0,0,6.43,green
N014,NP01,91872189,47.77,8,51.93,44.23,0,0,8,red
N014,NP01,91872189,44.33,9.99,49.25,45.69,0,0,9.99,red
N014,NP01,91872189,50.21,4.68,52.68,45.11,0,0,4.68,green
[NULL],7F06,,49.89,3.33,51.6,46.78,1.85,0,3.33,orange
N003,CP09,,37.55,11.91,42.63,50.54,2.37,0,11.91,red
N003,CP09,,44.52,7.64,48.2,47.84,0.38,0,7.64,red
N003,CP09,,40.19,9.9,44.6,49.91,0.42,0,9.9,red
N003,CP09,,47.99,05.09,50.57,46.91,0,0,05.09,green
N003,CP09,,49.89,4.41,52.19,45.7,0,0,4.41,green
N006,FP07,,45.93,4.35,48.02,49.72,0,0,4.35,green
N006,FP03,,51.41,4.32,53.73,44.27,0,0,4.32,green
N00D,DP04,91871440,45.01,6.14,47.95,48.85,0,0,6.14,green
N006,FP05,,46.78,3.72,48.58,49.51,0,0,3.72,green
N014,NP01,91872189,49.25,6.44,52.64,44.31,0,0,6.44,green
N014,NP01,91872189,49.62,06.01,52.79,44.37,0,0,06.01,green
N014,NP01,91872189,42.44,10.29,47.31,47.27,0,0,10.29,red
N006,FP03,,50.41,4.38,52.72,45.21,0,0,4.38,green
N006,FP11,,43.13,7.52,46.64,49.35,0,0,7.52,red
N003,CP01,91877655,41.09,6.54,43.97,52.37,0,0,6.54,green
N013,MP04,,44.6,6.7,47.8,48.7,9.34,0,6.7,green
N006,FP11,,50.3,5.52,53.24,44.18,2.74,0,5.52,green
N006,FP11,,48.08,6.32,51.32,45.61,1.72,0,6.32,green
N003,CP03,,47.22,6.3,50.39,46.48,0,0,6.3,green
N006,FP11,,48.56,5.72,51.51,45.72,1.72,0,5.72,green
N006,FP11,,49.86,4.85,52.4,45.29,04.07,0,4.85,green
N006,FP11,,49.58,4.99,52.18,45.43,3.71,0,4.99,green
N006,FP11,,49.29,5.4,52.11,45.31,03.08,0,5.4,green
N006,FP11,,47.19,5.73,50.05,47.09,0.58,0,5.73,green
N006,FP11,,46,6.53,49.21,47.48,0.72,0,6.53,green
N006,FP11,,45.51,6.83,48.85,47.66,0.6,0,6.83,green
N006,FP11,,46.84,5.41,49.52,47.75,3.67,0,5.41,green
N006,FP11,,46.89,5.51,49.62,47.6,4.37,0,5.51,green
N006,FP11,,46.66,5.61,49.43,47.73,3.88,0,5.61,green
N006,FP11,,47.53,5.41,50.25,47.06,03.03,0,5.41,green
N006,FP11,,45.68,5.19,48.18,49.13,4.63,0,5.19,green
N006,FP11,,48.9,4.27,51.08,46.83,0.2,0,4.27,green
N006,FP11,,48.83,4.39,51.07,46.78,0.16,0,4.39,green
N006,FP11,,47.81,4.53,50.08,47.66,1.11,0,4.53,green
N006,FP11,,54.19,3.62,56.22,42.2,4.89,0,3.62,green
N006,FP11,,49.3,05.09,51.94,45.62,0,0,05.09,green
N006,FP11,,45.02,6.52,48.16,48.46,0,0,6.52,green
N006,FP07,,45.14,2.92,46.49,51.95,0,0,2.92,green
N003,CP09,,45.07,07.04,48.48,47.89,0.22,0,07.04,red
N003,CP09,,47.12,6.59,50.45,46.29,0.41,0,6.59,green
N003,CP09,,46.64,7.11,50.22,46.24,0.49,0,7.11,red
N003,CP03,,46.41,6.2,49.48,47.39,0,0,6.2,green
N006,FP11,,47.69,3.11,49.22,49.21,0,0,3.11,green
N00D,DP18,91871121,42.38,8.31,46.23,49.3,0,0,8.31,red
N00D,DP18,91871121,42.33,7.38,45.71,50.28,0,0,7.38,red
N00D,DP18,91871121,41.65,7.39,44.97,50.96,0,0,7.39,red
N003,CP01,91877655,44.56,6.33,47.57,49.12,0,0,6.33,green
N00D,DP18,91871121,45.21,5.99,48.09,48.8,0,0,5.99,green
N00D,DP15,91870379,38.08,6.84,40.87,55.08,4.39,0,6.84,green
N00D,DP15,91870379,37.94,6.82,40.72,55.24,3.43,0,6.82,green
N00D,DP14,91870381,44.85,5.33,47.37,49.82,0,0,5.33,green
N00D,DP14,91870381,45.53,4.79,47.82,49.68,0,0,4.79,green
N003,CP03,,44.46,6.2,47.4,49.34,0,0,6.2,green
[NULL],7F06,,44.82,6.93,48.16,48.25,3.93,0,6.93,orange
[NULL],7F06,,45.78,6.94,49.2,47.28,3.39,0,6.94,orange
N00D,DP17,,47.57,6.19,50.7,46.25,0,0,6.19,green
N006,FP11,,43.78,3.8,45.51,52.42,0,0,3.8,green
[NULL],7F06,,37.42,9.51,41.36,53.07,4.83,0,9.51,orange
N003,CP03,,47.4,6.29,50.58,46.31,0,0,6.29,green
N00D,DP03,,37.7,7.1,40.58,55.19,2.74,0,7.1,red
N003,CP09,,43.04,7.92,46.75,49.03,0.98,0,7.92,red
N003,CP09,,45.11,7.85,48.95,47.04,1.22,0,7.85,red
N003,CP09,,43.35,7.83,47.03,48.82,0.87,0,7.83,red
N003,CP09,,43.71,6.8,46.89,49.5,0,0,6.8,green
N00D,DP02,,42.99,7.53,46.49,49.48,0,0,7.53,red
N003,CP09,,41.91,7.22,45.17,50.87,0,0,7.22,red
N003,CP09,,39.76,7.76,43.11,52.48,0.39,0,7.76,red
N003,CP09,,50.07,2.2,51.2,47.72,0,0,2.2,green
N003,CP09,,45.13,4.66,47.34,50.21,0,0,4.66,green
N00D,DP02,,45.45,4.17,47.43,50.38,0,0,4.17,green
N00D,DP09,91861521,46.82,7.58,50.65,45.61,0,0,7.58,red
N00D,DP02,,40.88,5.92,43.46,53.19,0,0,5.92,green
N00D,DP02,,44.79,5.79,47.54,49.43,0,0,5.79,green
N00D,DP02,,41.48,11.23,46.73,47.29,0,0,11.23,red
N00D,DP02,,38.06,9.3,41.96,52.64,0,0,9.3,red
N00D,DP16,91862227,47.11,5.55,49.87,47.35,0,0,5.55,green
N00D,DP16,91862227,46.46,5.69,49.26,47.85,0,0,5.69,green
N00D,DP16,91862227,40.8,07.07,43.91,52.13,0,0,07.07,red
N00D,DP14,91870381,39.93,8.5,43.64,51.57,0,0,8.5,red
N00D,DP14,91870381,42.8,4.57,44.84,52.64,0,0,4.57,green
N00D,DP09,91861521,45.61,7.57,49.35,46.82,0,0,7.57,red
N00D,DP09,91861521,47.11,7.17,50.74,45.73,0,0,7.17,red
N00D,DP09,91861521,47.1,6.82,50.55,46.08,0,0,6.82,green
N00D,DP09,91861521,46.17,7.53,49.93,46.3,0,0,7.53,red
N00D,DP09,91861521,46.57,6.78,49.96,46.65,0,0,6.78,green
N00D,DP09,91861521,46.28,6.79,49.65,46.93,0,0,6.79,green
N006,FP05,,38.31,8.41,41.83,53.28,0,0,8.41,red
N006,FP03,,50.79,5.21,53.58,44,0,0,5.21,green
N014,NP01,91872189,47.57,07.02,51.17,45.4,0,0,07.02,red
N014,NP01,91872189,53.17,3.81,55.28,43.02,0,0,3.81,green
N014,NP01,91872189,38.9,12.42,44.42,48.68,0,0,12.42,red
N014,NP01,91872189,31.97,13.92,37.14,54.11,0,0,13.92,red
N006,FP05,,47.07,4.82,49.45,48.11,0,0,4.82,green
N006,FP05,,40.68,6.6,43.55,52.72,0,0,6.6,green
N003,CP09,,39.81,9.17,43.83,51.02,0.06,0,9.17,red
N003,CP09,,36.51,12.38,41.67,51.11,2.72,0,12.38,red
N003,CP09,,42.04,8.78,46.09,49.18,01.06,0,8.78,red
N003,CP09,,49.1,3.53,50.9,47.37,0,0,3.53,green
N003,CP09,,50.89,03.02,52.47,46.09,0,0,03.02,green
N006,FP06,,49.19,7.6,53.24,43.21,0,0,7.6,red
N006,FP06,,48.15,5.5,50.95,46.35,0,0,5.5,green
N00D,DP09,91861521,47.13,7.24,50.81,45.63,0,0,7.24,red
N00D,DP09,91861521,47.23,7.32,50.96,45.45,0,0,7.32,red
N006,FP03,,48.12,8.88,52.81,43,0,0,8.88,red
N006,FP06,,52.62,3.87,54.74,43.51,0,0,3.87,green
N006,FP06,,50.07,3.88,52.1,46.05,0,0,3.88,green
N006,FP06,,49.14,3.43,50.89,47.42,0,0,3.43,green
N006,FP06,,51.33,3.41,53.14,45.26,0,0,3.41,green
N006,FP03,,41.36,12.61,47.32,46.04,0,0,12.61,red
N003,CP09,,45.07,7.21,48.57,47.72,0.33,0,7.21,red
N006,FP03,,49.83,08.04,54.19,42.13,0,0,08.04,red
[NULL],7F06,,45.83,6.82,49.18,47.36,2.83,0,6.82,orange
N003,CP03,,47.29,5.99,50.31,46.72,0.88,0,5.99,green
N003,CP03,,47.13,5.95,50.12,46.92,0,0,5.95,green
N003,CP09,,47.4,5.68,50.25,46.93,0,0,5.68,green
N003,CP09,,45.37,6.98,48.77,47.65,0,0,6.98,green
N006,FP06,,48.27,5.62,51.14,46.11,0,0,5.62,green
N006,FP06,,47.91,5.69,50.8,46.4,0,0,5.69,green
N006,FP06,,48.68,07.04,52.37,44.28,0,0,07.04,red
N006,FP06,,48.55,7.2,52.31,44.25,0,0,7.2,red
N014,NP01,91872189,50.76,6.26,54.15,42.98,0,0,6.26,green
N014,NP01,91872189,36.92,12.34,42.12,50.74,0,0,12.34,red
N014,NP01,91872189,40.09,11.58,45.34,48.33,0,0,11.58,red
N00D,DP17,,46.59,4.93,49.01,48.48,0,0,4.93,green
